PeopleHistoricalId,area,full_name_4,full_name_5,full_name_6,full_name_7,FunctionType,Layer,Organization,RoleSummary,Role_identifier
2ab54238-a413-302e-aef5-009be31c067e1785628800,Canada,Orla Lindgren,Farah Osei,Divya Ashworth,Rohan Kiplagat,Software Engineering,5,Anders Delgado,PRINCIPAL SOFTWARE ENGINEER,IC
2ab54238-a413-302e-aef5-009be31c067e1786233600,Canada,Orla Lindgren,Farah Osei,Divya Ashworth,Rohan Kiplagat,Software Engineering,5,Anders Delgado,PRINCIPAL SOFTWARE ENGINEER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41771113600,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41771718400,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41772323200,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41772928000,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41773532800,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41774137600,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41774742400,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41775347200,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41775952000,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41776556800,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41777161600,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41777766400,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41778371200,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41778976000,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41779580800,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41780185600,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41780790400,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41781395200,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41782000000,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41782604800,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41783209600,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41783814400,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41784419200,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41785024000,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41785628800,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
24dbf62f-0be9-318e-4c5d-ffb538d4e2d41786233600,Poland,Astrid Sato,Sana Kiplagat,Greta Kavanagh,Kwame Berglund,Software Development,7,Anders Farouk,SENIOR DEVELOPER,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861771113600,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861771718400,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861772323200,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861772928000,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861773532800,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861774137600,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861774742400,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861775347200,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861775952000,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861776556800,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861777161600,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861777766400,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861778371200,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861778976000,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861779580800,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861780185600,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861780790400,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861781395200,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861782000000,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861782604800,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861783209600,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861783814400,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861784419200,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861785024000,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861785628800,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
213fb47e-e97d-32ec-cb77-c547cf1a21861786233600,Colombia,Bruno Marchetti,Marcus Underhill,Priya Fairbairn,Priya Fairbairn (Directs),Customer Experience Engineering,6,Yuki Ashcroft,CUSTOMER EXPERIENCE ENG IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041771113600,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041771718400,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041772323200,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041772928000,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041773532800,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041774137600,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041774742400,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041775347200,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041775952000,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041776556800,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041777161600,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041777766400,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041778371200,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041778976000,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041779580800,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041780185600,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041780790400,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041781395200,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041782000000,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041782604800,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041783209600,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041783814400,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041784419200,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041785024000,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041785628800,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
19d04cd6-f2df-3cff-4a79-5e18187ae6041786233600,United States,Rafael Thornbury,Devon Thornbury,Bianca Thornbury,Jonas Petersen,Data Engineering,6,Rasmus Dunmore,DATA ENGINEERING IC,IC
0f537978-62ed-36a5-68c6-4e389a2e27041771113600,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041771718400,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041772323200,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041772928000,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041773532800,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041774137600,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041774742400,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041775347200,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041775952000,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041776556800,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041777161600,India,Lars Okonjo,Zainab Ferreira,Lorcan Lagerlof,Lorcan Lagerlof (Directs),Product Management,6,Amara Kelleher,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041777766400,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041778371200,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041778976000,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041779580800,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041780185600,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041780790400,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041781395200,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041782000000,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041782604800,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041783209600,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041783814400,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041784419200,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041785024000,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041785628800,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0f537978-62ed-36a5-68c6-4e389a2e27041786233600,India,Freya Kelleher,Mateo Doheny,Pablo Volkov,Ravi Okonjo,Product Management,6,Priya Bergstrom,PRINCIPAL PRODUCT MANAGER,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711771113600,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711771718400,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711772323200,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711772928000,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711773532800,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711774137600,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711774742400,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711775347200,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711775952000,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711776556800,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711777161600,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711777766400,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711778371200,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711778976000,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711779580800,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711780185600,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711780790400,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
0e3918dc-1a05-3c61-fbd9-eb201f6a61711781395200,United States,Talia Draycott,Kofi Rossetti,Theo Nwosu,Sana Underhill,Software Engineering,8,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
